Time,Error,Angle
17136,-15.81938,-1.131989
17256,-15.26625,-4.150205
17375,-15.37687,-7.227757
17493,-14.93438,-10.19734
19228,-1.659375,-10.52922
19353,5.53125,-9.422967
19476,10.28813,-7.1851
19598,18.69563,-3.111467
19718,22.45687,1.549005
19841,14.49188,4.155776
19963,14.82375,7.115438
20085,12.8325,9.60442
20205,12.94313,12.19255
20327,12.50063,14.67575
21399,2.323125,15.14037
21525,-3.76125,14.38812
21649,-2.87625,13.84641
21772,-13.05375,10.84614
21894,-21.01875,6.312093
22012,-22.23563,1.79634
22135,-16.26188,-1.230403
22255,-15.81938,-4.362956
22374,-15.59813,-7.471988
22494,-14.93438,-10.43206
24236,-0.995625,-10.63118
24362,5.7525,-9.480683
24486,9.95625,-7.328933
24606,20.24438,-2.871258
24730,19.0275,0.9127865
24854,18.1425,4.506193
24976,14.82375,7.3421
25098,12.72188,9.797029
25217,14.71313,12.8119
25339,13.7175,15.52126
26294,4.425,16.35773
26418,-0.885,15.97813
26543,-1.10625,15.73628
26667,-7.411875,14.01374
26789,-16.59375,10.32983
26910,-20.90812,5.956908
27028,-22.89938,1.285902
27149,-16.59375,-1.795825
27270,-15.37687,-4.80891
27390,-13.60688,-7.457248
27507,-16.26188,-10.8104
29127,-5.641875,-11.93878
29251,0.995625,-11.73965
29378,9.624375,-9.492706
29500,14.38125,-6.415267
29623,18.80625,-2.47145
29742,23.01,2.306168
29864,15.4875,5.125001
29986,13.38563,7.704195
30108,12.05813,10.05875
30229,12.94313,12.67817
31396,7.190625,14.11629
31519,-0.110625,14.09417
31646,-8.186251,12.15772
31768,-11.0625,9.816243
31890,-17.14688,6.143003
32009,-21.01875,1.771481
32131,-15.15563,-1.04434
32252,-16.70438,-4.431978
32371,-14.82375,-7.32615
32490,-14.16,-10.12734
34223,-2.765625,-10.68047
34349,5.199375,-9.640594
34472,9.513751,-7.573119
34594,18.585,-3.497025
34714,21.79313,1.009291
34837,16.59375,4.138502
34959,15.4875,7.181834
35080,14.16,9.959022
35201,11.72625,12.20653
35321,12.8325,14.80989
36398,2.323125,15.27451
36523,-3.54,14.56651
36651,-10.28813,12.26072
36774,-11.9475,9.792782
36895,-17.7,6.024903
37014,-21.90375,1.464313
37135,-14.93438,-1.263441
37255,-15.37687,-4.339992
37375,-15.045,-7.336098
37494,-14.82375,-10.29133
39244,-0.4425,-10.37983
39370,6.6375,-9.052326
39493,10.62,-6.776273
39615,20.24438,-2.344854
39734,22.125,2.177423
39857,16.3725,5.238202
39981,12.16875,7.498465
40102,12.94313,10.10626
40224,12.50063,12.59041
41398,6.305625,13.85154
41522,0.774375,14.00641
41649,-7.522501,12.19223
41771,-10.50938,9.957496
41893,-16.3725,6.44747
42012,-21.46125,1.941727
42134,-16.48313,-1.175058
42254,-16.15125,-4.381343
42299,-14.38125,-7.086878
42420,-11.9475,-9.370662
42541,-12.39,-11.85921
44187,0.553125,-11.74859
44313,6.85875,-10.37684
44437,8.4075,-8.637095
44561,17.7,-4.738766
44682,20.90812,-0.4117703
44806,19.58063,3.462505
44929,15.93,6.507655
45051,13.275,9.051882
45171,13.60688,11.77934
45291,13.7175,14.52754
46369,3.76125,15.27979
46495,-2.43375,14.79304
46621,-2.43375,14.30629
46744,-11.72625,11.60894
46866,-20.46563,7.155236
46984,-22.45687,2.562839
47106,-15.59813,-0.299089
47227,-17.36813,-3.825439
47347,-16.48313,-7.090762
47467,-13.16438,-9.590972
49212,-3.650625,-10.3211
49340,4.093125,-9.502472
49463,7.633125,-7.840689
49586,17.2575,-4.013515
49707,21.46125,0.466362
49832,16.26188,3.533043
49954,16.04063,6.721437
50075,14.71313,9.611374
