Time,Error,Angle
110,-23.23125,12.88682
221,-14.93438,5.41963
332,3.31875,8.613426
444,13.93875,16.5699
556,6.6375,19.34549
668,-12.16875,11.64386
779,-8.85,7.389654
890,0.995625,8.726549
1001,6.526875,12.50675
1113,2.87625,13.67483
1225,-5.863125,9.990541
1337,-5.7525,7.073579
1448,-1.438125,6.711473
1560,1.659375,7.823057
1672,0.6637501,8.090634
1785,-2.101875,6.804882
1897,-3.429375,4.963953
2009,-3.54,3.176502
2122,-2.655,1.92162
2236,-0.331875,1.950907
2350,-0.110625,1.926474
2464,-0.885,1.422994
2579,-2.323125,0.1395324
2694,-2.765625,-1.286803
2807,-1.54875,-1.963438
2920,-0.331875,-2.022342
3033,0.110625,-1.923405
3146,-0.995625,-2.509805
3259,-1.99125,-3.59357
3372,-2.765625,-5.046783
3484,-2.101875,-6.047478
3597,-1.3275,-6.643341
3709,-0.6637501,-6.91538
3822,0.331875,-6.663195
3935,0.553125,-6.362667
4047,0.553125,-6.084527
4160,-0.331875,-6.323527
4273,-1.216875,-7.010588
4386,-1.438125,-7.752922
4499,-1.438125,-8.473528
4611,-0.331875,-8.548109
4724,0.4425,-8.256245
4836,0.553125,-7.965775
4949,0.553125,-7.688298
5062,0.6637501,-7.347293
5175,0.774375,-6.950278
5287,0.774375,-6.562444
5400,0.553125,-6.304282
5512,0.110625,-6.286763
5625,0.553125,-5.976104
5738,1.10625,-5.375007
5851,0.995625,-4.883234
5963,0.885,-4.450277
6076,-0.0,-4.524686
6188,-0.6637501,-4.91683
6301,0.6637501,-4.47917
6413,1.880625,-3.431295
6526,1.880625,-2.483906
6639,0.22125,-2.510002
6752,1.10625,-1.89217
6865,2.43375,-0.5612893
6978,2.2125,0.5341697
7091,2.323125,1.704099
7204,1.99125,2.672837
7319,0.110625,2.572192
7433,0.774375,3.003628
7549,1.99125,4.100262
7663,1.659375,4.909495
7777,0.774375,5.222782
7891,1.216875,5.862941
8004,2.43375,7.181664
8117,2.2125,8.276226
8229,1.3275,8.865425
8341,1.54875,9.653187
8453,0.553125,9.847639
8565,1.216875,10.50596
8677,2.101875,11.63398
8789,1.99125,12.6255
8902,0.22125,12.5883
9013,-0.6637501,12.17284
9126,0.331875,12.41624
9238,0.995625,12.97402
9350,1.3275,13.66941
9462,0.6637501,13.94806
9574,-0.331875,13.69559
9686,-0.995625,13.1367
9799,-0.774375,12.76391
9911,-0.6637501,12.44213
10024,-0.774375,12.04646
10137,-0.331875,11.91685
10249,0.331875,12.14005
10361,-0.0,12.11618
10473,-0.553125,11.79192
10585,-1.3275,11.06046
10697,-0.995625,10.58582
10810,0.331875,10.86396
10922,0.553125,11.1664
11034,-0.553125,10.79934
11146,-1.77,9.806893
11258,-2.43375,8.527558
11370,-2.43375,7.30654
11482,-0.0,7.509149
11594,-0.110625,7.458055
11706,-1.77,6.436146
11818,-3.0975,4.76765
11931,-1.54875,4.114439
