Time,Error,Angle
111,-11.28375,9.844963
223,-9.403126,5.1434
334,-4.425,3.349379
445,0.553125,4.072414
557,-3.208125,2.184421
669,-7.743751,-2.084391
782,-6.6375,-5.337798
893,-3.208125,-6.651644
1005,-1.10625,-7.008664
1116,-3.650625,-9.034747
1228,-5.199375,-11.77686
1340,-1.54875,-12.25636
1451,2.323125,-10.75247
1563,2.43375,-9.50339
1675,2.323125,-8.348855
1787,0.995625,-7.962173
1899,2.2125,-6.761062
2011,3.9825,-4.615967
2123,5.420625,-1.775563
2235,0.553125,-1.896138
2346,5.199375,1.064528
2458,7.965,5.301525
2573,4.314375,7.175983
2684,1.216875,7.507449
2796,3.429375,9.389599
2908,3.54,11.17993
3019,2.986875,12.62823
3131,0.110625,12.44078
3242,-2.101875,11.18761
3353,-3.650625,9.218574
3464,-3.31875,7.57733
3575,-0.6637501,7.469857
3687,-1.880625,6.442261
3798,-5.641875,3.301985
3910,-6.416251,0.007400751
4022,-4.756876,-2.239539
4135,-3.0975,-3.642451
4247,-4.756876,-6.150626
4358,-3.0975,-7.569653
4470,-4.093125,-9.690607
4582,-3.650625,-11.4837
4693,0.774375,-10.72549
4805,0.995625,-10.18426
4917,0.774375,-9.812637
5030,1.659375,-8.910808
5142,3.208125,-7.172851
5258,3.871875,-5.175269
5371,2.544375,-4.009656
5482,0.4425,-3.970694
5594,4.425,-1.438294
5706,8.628751,3.247738
5819,7.08,6.684149
5931,1.216875,6.796948
6042,0.885,7.177876
6154,5.08875,10.0686
6265,6.416251,13.41037
6376,-0.0,12.87994
6488,-4.20375,10.3892
6599,-2.765625,9.100473
6711,-0.995625,8.757748
6822,0.4425,9.109172
6934,-3.208125,7.206933
7045,-5.08875,4.486004
7157,-5.7525,1.542146
7268,-5.420625,-1.144986
7381,-4.314375,-3.209191
7496,-2.655,-4.394562
7607,-2.43375,-5.583565
7719,-4.8675,-8.218349
7831,-5.7525,-11.18171
7944,-0.995625,-11.28876
8055,1.99125,-10.01822
8167,1.659375,-9.197956
8279,0.885,-8.820636
8391,0.553125,-8.576063
8503,1.99125,-7.462674
8615,3.54,-5.555754
8727,4.093125,-3.453998
8839,4.64625,-1.081102
8951,1.3275,-0.69071
9063,5.641875,2.471752
9178,6.85875,6.022197
9291,6.748125,9.395079
9403,1.659375,9.796909
9514,-0.22125,9.499571
9625,2.544375,10.98992
9738,4.20375,13.2446
9849,0.110625,12.96605
9960,-3.650625,10.80222
10072,-4.535625,8.438972
10183,-5.53125,5.583266
10295,-2.101875,4.814588
10406,-0.0,5.01016
10518,-4.093125,2.635358
10630,-8.296875,-1.88529
10742,-8.518126,-6.187132
10854,-2.323125,-6.830783
10965,1.880625,-5.502442
11076,-2.323125,-6.9887
11188,-5.7525,-10.17496
11299,-7.190625,-13.91072
11413,0.6637501,-12.93874
11525,6.526875,-9.144068
11638,4.314375,-7.134846
11749,-0.774375,-7.956061
11861,-0.774375,-8.372283
11973,3.54,-6.244551
12085,6.416251,-2.772923
12196,7.190625,0.9044239
12308,1.3275,1.08485
12422,0.110625,1.007762
12535,6.969376,5.050776
12649,8.628751,9.537643
12760,3.76125,11.02394
12872,-0.0,10.68138
12984,0.331875,10.85226
13096,1.438125,11.6631
13208,1.77,12.58214
13319,0.22125,12.56592
13431,-4.8675,9.695904
13542,-5.7525,6.716937
13654,-3.429375,5.190668
13765,-1.659375,4.521032
13877,-4.64625,1.959531
13989,-6.748125,-1.607169
14103,-4.978125,-3.963669
14214,-3.650625,-5.669524
14326,-2.655,-6.905337
14437,-4.20375,-9.130238
14549,-3.54,-10.85307
14662,0.110625,-10.4903
14774,0.553125,-10.15693
14886,0.110625,-10.13501
14998,0.774375,-9.694709
15109,2.323125,-8.400515
15221,3.54,-6.520274
15333,5.199375,-3.774944
15445,5.199375,-1.165513
15557,-0.0,-1.598301
15668,3.31875,0.3090242
15781,8.186251,4.824366
15894,9.181875,9.52449
16006,-0.22125,8.630711
16117,-1.99125,7.433904
16228,2.43375,9.006312
16340,5.31,11.92688
16451,5.7525,14.85764
16563,-1.99125,13.21469
16674,-7.30125,9.074389
16785,-6.748125,5.714067
16896,0.22125,6.411481
17007,2.2125,7.724376
17118,-2.765625,5.940282
17231,-9.2925,0.7233143
17342,-11.0625,-4.993348
17456,-5.31,-7.184967
17568,3.31875,-4.775537
17679,-0.331875,-5.196043
17791,-5.420625,-8.351163
17903,-7.411875,-12.25099
18015,-4.64625,-14.3546
18126,4.314375,-11.43586
18238,6.084375,-8.193939
18350,3.31875,-6.750068
18462,-2.323125,-8.400322
18574,0.110625,-8.174544
18685,4.756876,-5.397474
18798,8.4075,-0.8656883
18910,5.7525,1.809317
19023,1.3275,2.093997
19135,0.995625,2.539434
19248,6.526875,6.256714
19360,7.30125,10.002
19472,3.54,11.46215
19584,-0.331875,10.95289
19696,-0.0,10.95778
19807,1.216875,11.66798
19919,0.995625,12.154
20030,-0.774375,11.61848
20142,-3.871875,9.412233
20254,-6.305625,6.038605
20365,-4.20375,4.0973
20476,-1.659375,3.492242
20589,-4.425,1.064094
20701,-8.296875,-3.421419
20815,-4.756876,-5.531587
20927,0.22125,-4.988175
21038,-2.87625,-6.655806
21150,-6.305625,-10.11226
21262,-4.64625,-12.31719
21373,1.77,-10.88948
21485,2.544375,-9.515889
21597,1.438125,-8.881613
21710,0.774375,-8.555382
21822,1.54875,-7.720497
21934,2.765625,-6.232228
22047,4.535625,-3.812403
22159,5.31,-1.082764
22271,0.6637501,-1.136476
22382,5.641875,2.073873
22496,7.854375,6.207885
22609,6.305625,9.246264
22721,0.22125,8.83776
22832,0.4425,9.043016
22944,3.31875,10.94311
23055,4.64625,13.39287
23167,2.2125,14.303
23278,-4.8675,11.26096
23389,-5.973751,8.140397
23500,-4.978125,5.725464
23611,0.6637501,6.540636
23721,0.774375,6.969453
23833,-4.20375,4.451885
23944,-8.85,-0.3880157
24056,-7.965,-4.324264
24169,-2.655,-5.206039
24281,-0.995625,-5.535954
24393,-4.756876,-8.214301
24506,-5.973751,-11.32251
24618,-2.87625,-12.51047
24730,2.765625,-10.64074
24842,3.31875,-8.902956
24954,1.438125,-8.334212
25066,-0.774375,-8.915812
25178,1.10625,-8.2176
