Time,Error,Angle
110,-27.76688,10.39321
222,-28.98375,-4.098664
333,-11.505,-8.38184
445,14.04938,0.8706007
556,11.72625,6.687849
669,-17.36813,-4.404566
782,-29.75813,-20.4664
894,-7.965,-22.71063
1008,28.98375,-5.075695
1123,33.85125,12.45413
1235,-6.305625,6.021158
1347,-25.00125,-8.270515
1458,-3.31875,-8.241194
1570,34.515,12.30971
1682,35.06813,30.10836
1793,-6.748125,23.23678
1904,-25.2225,8.83854
2015,-21.01875,-1.436996
2126,7.411875,4.674562
2238,15.59813,13.30867
2350,-8.075625,7.336626
2461,-25.44375,-6.974666
2574,-22.89938,-18.31857
2686,5.08875,-13.43401
2797,19.35938,-2.409444
2910,4.314375,-1.4076
3022,-14.6025,-10.37636
3134,-7.30125,-13.52895
3245,20.02313,-1.206512
3358,22.89938,10.633
3472,5.863125,12.18176
3583,-7.30125,7.341984
3694,0.4425,8.134652
3805,11.9475,15.1223
3917,6.748125,18.13322
4029,-7.965,12.88959
4139,-12.39,6.238243
4251,-11.83687,0.3357754
4363,-1.216875,0.6063811
4476,-3.871875,-1.492571
4588,-10.1775,-7.113353
4701,-9.735001,-11.97926
4813,2.765625,-9.554255
4924,6.084375,-6.166271
5039,3.0975,-4.839869
5150,2.765625,-3.499829
5262,7.633125,0.7163329
5374,9.624375,5.721025
5488,9.181875,10.28804
5600,5.863125,12.94136
5710,2.87625,14.10979
5822,0.995625,14.43146
5932,-1.10625,13.68987
6043,-4.535625,11.11861
6154,-8.296875,6.636494
6265,-11.39438,0.6565981
6376,-8.186251,-3.185753
6487,-0.331875,-2.674649
6599,-3.429375,-4.604432
6711,-8.075625,-9.043838
6823,-7.633125,-12.85024
6935,3.31875,-10.26953
7047,10.62,-4.289759
7160,12.39,2.095637
7272,2.986875,2.817836
7385,-1.3275,1.746662
7499,7.854375,6.394232
7614,13.49625,13.65197
7725,10.50938,18.69147
7836,-4.8675,14.95069
7947,-8.075625,10.55273
8058,-5.08875,8.235352
8168,-2.101875,7.450686
8279,-5.420625,4.4792
8391,-11.505,-1.797835
8505,-11.505,-7.584844
8617,-2.986875,-8.370478
8728,2.43375,-6.650577
8840,-0.6637501,-7.207298
8951,-1.438125,-8.006498
9063,1.659375,-6.923911
9175,7.190625,-2.850722
9288,12.27938,3.74111
9399,8.85,7.910223
9512,2.101875,8.381643
9623,4.756876,10.9445
9734,7.965,15.20667
9845,3.871875,16.81724
9958,-4.8675,13.63337
10069,-7.743751,9.469522
10180,-8.628751,5.062003
10291,-4.64625,3.06743
10402,-7.522501,-0.9136295
10515,-11.61563,-7.074296
10627,-5.199375,-9.158216
10738,1.10625,-8.045223
10850,0.885,-7.583869
10961,0.774375,-7.204653
11073,2.87625,-5.591839
11186,6.084375,-2.270625
11298,9.513751,2.790643
11410,7.411875,6.341555
11523,6.305625,9.393544
11634,5.31,11.9581
11746,4.535625,14.15477
11857,2.87625,15.44864
11968,-2.544375,13.71113
12079,-7.190625,9.694109
12191,-8.739375,5.167338
12303,-6.084375,2.334314
12415,-7.30125,-1.404613
12528,-9.735001,-6.47913
12639,-7.743751,-10.19874
12751,0.774375,-9.09136
12862,3.0975,-7.299142
12975,1.659375,-6.57319
13086,1.77,-5.68583
13198,6.416251,-2.090224
13310,10.1775,3.334974
13422,6.305625,6.187336
13536,6.416251,9.384841
13647,6.526875,12.6568
13758,3.429375,14.11167
13869,1.216875,14.51673
13981,-1.99125,13.23782
14091,-5.973751,9.897209
14203,-9.403126,4.883698
14314,-6.6375,1.774804
14426,-6.748125,-1.594559
14539,-8.186251,-5.80627
14652,-6.416251,-8.87471
14764,-3.0975,-10.1399
14875,1.659375,-8.891361
14986,3.31875,-7.064474
15099,4.756876,-4.555038
15210,8.296875,-0.1028066
15322,5.199375,2.258818
15434,7.08,5.9398
15548,10.62,11.54926
15660,9.181875,16.03934
15771,2.655,16.81142
15882,-5.420625,13.38509
15993,-5.973751,10.30382
16104,-5.641875,7.504465
16214,-4.64625,5.266479
16325,-4.978125,2.755214
16437,-10.06688,-2.703909
16550,-9.513751,-7.443061
16661,-5.641875,-9.93733
16773,-0.6637501,-9.832545
16884,2.544375,-8.261461
16997,3.871875,-6.195031
17111,5.7525,-3.156064
17223,6.969376,0.4408605
17334,6.084375,3.416718
17447,7.190625,7.09985
17560,8.186251,11.28106
17671,6.416251,14.34748
17782,2.986875,15.54315
17893,-1.77,14.2348
18004,-4.978125,11.44773
18116,-6.748125,7.906344
18227,-8.4075,3.551908
18338,-6.526875,0.4352484
18450,-8.518126,-3.980073
18562,-7.522501,-7.668692
18674,-3.871875,-9.292887
18785,-0.22125,-9.075773
18896,0.885,-8.519312
19008,1.99125,-7.423907
19120,6.195,-3.969352
19232,9.95625,1.346008
19345,8.186251,5.313952
19459,4.425,7.212453
19571,4.20375,9.275054
19683,7.411875,13.24805
19794,6.195,16.26112
19905,-0.110625,15.67455
