Time,Error,Angle
109,-32.19188,6.988489
220,-34.73625,-10.37964
331,-17.7,-17.79751
443,9.845625,-10.48342
555,10.50938,-5.014765
667,0.6637501,-5.489454
777,1.54875,-4.694639
889,15.37687,4.147904
1002,20.46563,14.87735
1114,13.49625,21.07283
1225,-8.4075,15.00646
1335,-24.22688,1.426261
1446,-20.90812,-8.846936
1559,-4.64625,-9.813736
1671,4.978125,-6.424883
1782,-3.208125,-8.651683
1894,-2.986875,-10.16799
2005,8.075625,-5.201753
2117,19.80188,5.738307
2229,18.36375,14.86923
2341,9.07125,18.62029
2453,-9.403126,12.31322
2565,-16.92563,3.122868
2676,-16.04063,-4.871718
2788,-10.28813,-9.534531
2899,-1.880625,-9.742046
3010,-0.6637501,-9.922606
3122,0.110625,-9.792074
3233,8.960626,-4.569012
3345,16.04063,4.096158
3457,15.37687,11.77204
3568,7.965,15.13063
3679,-0.553125,14.09627
3790,-9.2925,8.664666
3825,-10.95187,2.669061
3937,-10.73063,-2.712416
4050,-7.411875,-6.145044
4161,-7.30125,-9.768316
4273,-7.743751,-13.67556
4384,2.986875,-11.28994
4495,15.81938,-2.241819
4608,21.35063,8.970115
4721,10.50938,13.37088
4834,-0.553125,12.11547
4944,-2.43375,10.67502
5055,-6.084375,7.310997
5166,-11.83687,0.887455
5278,-14.93438,-6.873909
5390,-13.275,-13.39259
5501,-2.765625,-13.89144
5613,8.85,-8.430852
5725,10.50938,-2.969136
5836,12.16875,3.267303
5948,13.60688,10.20071
6060,11.39438,15.72208
6171,-0.885,14.23558
6282,-10.06688,8.360438
6393,-13.82813,1.073885
6504,-13.60688,-5.735871
6616,-10.84125,-10.92637
6728,-3.871875,-12.26104
6840,2.87625,-10.22049
6951,9.181875,-5.059175
7063,15.70875,3.377135
7174,14.6025,10.62477
7287,6.195,13.02366
7398,0.553125,12.77922
7509,-3.0975,10.88873
7620,-11.17313,4.600441
7731,-19.80188,-6.072802
7843,-17.81063,-14.86335
7955,1.216875,-12.66112
8066,11.0625,-6.187673
8178,8.296875,-2.205892
8290,2.2125,-1.622264
8400,11.72625,5.005659
8514,17.47875,14.26662
8626,8.075625,17.55516
8737,-7.522501,12.43256
8848,-13.82813,4.892085
8959,-15.59813,-3.096085
9072,-12.27938,-8.973841
9184,-5.199375,-10.96084
9295,-0.885,-11.00303
9406,2.655,-9.351171
9518,13.82813,-1.476158
9630,20.24438,9.244654
9745,14.38125,15.99718
9856,3.31875,16.6973
9967,-8.85,11.18518
10078,-9.845625,6.105949
10189,-14.27063,-1.411808
10301,-15.26625,-9.153301
10412,-9.07125,-13.17968
10524,2.2125,-11.09082
10635,8.186251,-6.429784
10747,10.50938,-0.9456735
10859,11.9475,5.164319
10972,13.275,11.92053
11083,9.2925,16.24266
11195,-0.774375,14.98754
11305,-11.9475,8.016475
11417,-16.70438,-0.8023081
11528,-14.71313,-8.023829
11640,-6.6375,-10.65468
11751,-1.438125,-10.89468
11862,2.101875,-9.514106
11974,9.403126,-4.176723
12087,17.2575,5.137539
12201,10.95187,10.13727
12313,8.296875,14.03279
12423,3.76125,15.51521
