Time,Error,Angle
109,-25.665,10.80339
220,-27.10313,-2.748174
331,-13.60688,-8.407452
442,9.07125,-1.905416
554,3.31875,-0.5980717
665,-13.82813,-8.97711
777,-13.93875,-16.05201
888,4.756876,-12.10901
1000,21.12938,-0.07568073
1112,18.03188,8.779468
1226,-0.110625,7.226058
1337,-3.650625,4.999573
1448,7.522501,9.665632
1559,14.27063,17.42874
1672,3.208125,18.15225
1782,-12.72188,10.39328
1893,-16.92563,1.483562
2004,-13.16438,-4.812337
2117,-3.76125,-5.896739
2228,-0.885,-6.044187
2340,-6.305625,-9.629305
2452,-6.6375,-13.0044
2565,4.8675,-9.623198
2677,14.04938,-1.763269
2789,13.82813,5.187758
2901,6.084375,7.592175
3012,3.0975,8.847174
3124,7.854375,13.15459
3235,5.863125,15.9442
3346,-1.99125,14.27881
3456,-9.2925,8.968405
3567,-13.49625,1.822469
3678,-9.181875,-2.435201
3791,-6.416251,-5.390668
3902,-4.093125,-7.226809
4014,-5.973751,-10.3577
4125,-3.54,-11.93437
4237,5.641875,-8.328638
4348,12.16875,-1.648103
4460,12.8325,4.863028
4572,6.526875,7.607106
4684,4.425,9.608171
4795,7.743751,13.74268
4906,6.85875,17.11523
5018,-3.429375,14.53913
5129,-10.95187,8.367346
5240,-14.6025,0.7126627
5351,-9.735001,-3.769302
5463,-3.76125,-5.130692
5574,-4.314375,-7.299643
5686,-7.411875,-11.26675
5797,-2.986875,-12.40864
5909,6.969376,-8.070649
6021,13.16438,-0.9154234
6133,12.50063,5.317572
6245,6.748125,8.210941
6357,3.650625,9.743711
6468,7.08,13.55243
6579,7.522501,17.36839
6690,-2.655,15.18177
6800,-12.27938,8.168209
6911,-15.93,-0.1621332
7022,-9.513751,-4.408369
7134,-1.99125,-4.737467
7244,-3.871875,-6.786909
7356,-7.854375,-11.05362
7469,-4.8675,-13.2609
7581,7.743751,-8.32269
7692,15.15563,-0.05626583
7804,14.49188,7.180021
7917,5.7525,9.333121
8028,0.774375,9.253455
8139,5.420625,12.32312
8251,8.85,17.06044
8361,-0.110625,16.27276
8472,-12.16875,9.116738
8583,-16.70438,0.3115816
8694,-12.61125,-5.680263
8805,-2.986875,-6.343651
8916,0.22125,-5.907814
9027,-5.7525,-9.260477
9139,-5.863125,-12.23321
9250,4.756876,-8.972191
9362,14.27063,-0.9780788
9474,20.7975,10.02174
9586,6.748125,12.27384
9697,-6.084375,8.077849
9809,1.10625,9.153864
9920,10.50938,15.23399
10031,8.518126,19.38088
10142,-12.05813,11.6146
10252,-17.92125,2.039725
10363,-15.59813,-5.605139
10475,-3.54,-6.359712
10586,1.216875,-5.279501
10697,-5.08875,-8.318233
10809,-4.64625,-10.63727
10920,3.0975,-8.437275
11032,10.73063,-2.38673
11144,15.4875,5.795369
11256,8.186251,9.304049
11367,2.43375,10.00261
11478,5.641875,13.05856
11589,6.526875,16.41212
11700,-0.22125,15.74025
11811,-10.28813,9.704893
11921,-13.82813,2.433622
12033,-11.0625,-2.890775
12146,-8.186251,-6.730406
12258,-3.429375,-8.035149
12369,-2.87625,-9.399353
12481,-0.4425,-9.411069
12593,3.871875,-7.101573
12705,9.624375,-1.78506
12817,14.04938,5.641963
12929,9.735001,10.1765
13040,1.880625,10.43996
13151,4.756876,13.01657
13263,5.7525,15.98897
13374,-0.6637501,15.12415
13484,-10.1775,9.192907
13595,-13.82813,1.915601
13706,-9.735001,-2.632116
13818,-7.633125,-6.253871
13930,-5.53125,-8.829773
14041,-4.535625,-11.002
14153,2.544375,-9.128251
14264,7.08,-5.170242
14376,10.06688,0.1399193
14488,9.403126,4.804507
14601,7.30125,8.278931
14713,6.305625,11.33706
14824,6.6375,14.67737
14936,3.0975,15.92998
15046,-4.314375,13.12991
15157,-9.2925,8.02218
15268,-12.16875,1.665145
15380,-10.28813,-3.339066
15492,-8.075625,-7.183161
15603,-4.756876,-9.272088
15715,-2.101875,-10.08047
15826,1.880625,-8.792075
15938,5.863125,-5.502444
16050,9.624375,-0.3529553
16162,11.83687,5.772298
16274,9.181875,10.15563
16385,3.429375,11.37285
16496,4.314375,13.57116
16607,4.314375,15.73107
