Time,Error,Angle
110,-28.7625,4.2764
330,-29.42625,-10.43673
442,-32.96625,-27.21252
554,16.04063,-15.09209
1216,34.84688,2.660263
1329,15.045,8.567312
1442,-33.29813,-12.21893
1553,-34.40438,-29.79087
1777,-6.85875,-32.04541
1894,-3.208125,-33.28542
2014,-1.880625,-34.09934
2133,-0.110625,-34.00732
2253,1.659375,-33.03014
2374,1.880625,-32.06357
2494,1.880625,-31.12162
2615,1.438125,-30.43704
2735,1.216875,-29.84804
2854,0.22125,-29.81643
2974,0.110625,-29.77468
3094,0.110625,-29.72021
3214,-0.0,-29.7289
3334,0.110625,-29.66549
3456,-0.110625,-29.73746
3576,-0.110625,-29.79381
3696,-0.110625,-29.84918
3816,-0.22125,-29.96846
3936,-0.22125,-30.07961
4056,-0.110625,-30.12631
4176,-0.22125,-30.24511
4297,-0.22125,-30.35624
4417,-0.22125,-30.4669
4537,-0.22125,-30.57752
4657,-0.110625,-30.62412
4777,-0.110625,-30.6789
4897,-0.22125,-30.7982
5017,-0.110625,-30.84541
5137,-0.110625,-30.90022
5257,-0.110625,-30.9555
5377,-0.110625,-31.01081
5497,-0.110625,-31.06612
5617,-0.110625,-31.12144
5737,-0.110625,-31.17675
5857,-0.110625,-31.23206
5978,-0.0,-31.22355
6098,-0.110625,-31.28698
6219,-0.110625,-31.3428
6339,-0.110625,-31.39814
6459,-0.0,-31.38956
6579,0.110625,-31.32507
6699,-0.0,-31.33315
6820,-0.110625,-31.39761
6940,-0.553125,-31.70905
7060,-0.995625,-32.24361
7180,-1.54875,-33.0635
7300,-1.77,-33.96878
7419,-1.880625,-34.919
7539,-1.77,-35.79591
7659,-1.54875,-36.55249
7778,0.885,-35.91718
7898,5.08875,-33.03228
8019,4.756876,-30.65857
8138,2.323125,-29.6875
8258,0.110625,-29.8184
8378,0.4425,-29.58279
8498,-0.0,-29.61622
8619,-0.331875,-29.80996
8739,-0.774375,-30.23345
8859,-2.986875,-31.90344
8977,-2.986875,-33.40794
9096,-3.0975,-34.9661
9215,-2.986875,-36.45142
9335,-0.774375,-36.66519
9455,2.87625,-34.92865
9575,5.08875,-32.19429
9696,2.544375,-31.10913
9815,-0.0,-31.31961
9935,-4.20375,-33.76579
10054,-4.425,-36.0173
