Time,Error,Angle
60474,-1.216875,14.59184
60601,-2.101875,14.13716
60726,-2.87625,13.53097
60853,-1.77,13.21642
60978,-3.9825,12.33968
61104,-4.978125,11.30182
61229,-6.084375,10.04114
61354,-5.53125,8.95307
61480,-8.296875,7.190779
61604,-9.845625,5.157252
61728,-8.296875,3.552677
61852,-7.854375,2.002026
61974,-7.965,0.4060316
62096,-7.411875,-1.055082
62217,-9.513751,-3.037398
62340,-7.965,-4.575684
62462,-10.73063,-6.824863
62583,-8.85,-8.528818
62707,-6.416251,-9.715868
62830,-6.305625,-10.96692
62954,-6.526875,-12.28013
63077,-4.756876,-13.16441
63202,-5.641875,-14.32205
63326,-5.31,-15.37332
63452,-4.8675,-16.32954
63577,-4.978125,-17.32826
66328,-2.101875,-17.74864
66456,-0.0,-17.74864
66583,2.87625,-17.06683
66711,4.8675,-16.01444
66839,5.31,-14.93155
66965,3.0975,-14.39339
67091,3.54,-13.67362
67214,5.31,-12.54384
67338,5.08875,-11.53042
67461,8.186251,-9.775171
67582,8.518126,-8.051552
67704,11.28375,-5.686338
67825,11.17313,-3.449327
67947,10.73063,-1.320212
68069,7.633125,0.08711624
68192,9.181875,1.975374
68315,7.08,3.314277
68438,8.296875,5.015428
68561,8.075625,6.624644
68687,7.30125,8.055419
68812,7.411875,9.540173
68936,7.30125,10.99637
69060,4.093125,11.6932
69184,4.535625,12.60974
69309,3.76125,13.33344
69434,3.208125,13.95238
69559,2.765625,14.48764
69684,0.995625,14.61913
69811,0.885,14.78799
69937,1.10625,15.01701
70062,0.110625,15.00244
70188,-0.110625,14.96987
70314,-0.4425,14.86837
70441,-0.774375,14.70033
70567,-1.659375,14.33464
70692,-0.995625,14.15828
70817,-2.101875,13.69767
70943,-4.314375,12.74982
71069,-5.199375,11.67158
71194,-5.641875,10.52441
71320,-5.973751,9.316052
71446,-7.411875,7.779191
71570,-8.4075,6.056989
71694,-9.95625,4.004601
71818,-9.624375,2.088614
71941,-8.628751,0.4014165
72063,-5.08875,-0.4767001
72184,-8.628751,-2.330098
72306,-9.2925,-4.221951
72428,-9.735001,-6.188167
72549,-8.85,-7.925294
72673,-8.186251,-9.535204
72796,-5.863125,-10.61747
72919,-5.53125,-11.7057
73043,-4.535625,-12.57371
73167,-5.641875,-13.74165
73291,-6.6375,-15.10926
73415,-4.20375,-15.86088
76343,-3.9825,-16.65738
76470,-1.3275,-16.92288
76596,1.216875,-16.58454
76723,3.0975,-15.88976
76852,4.756876,-14.87343
76979,4.425,-13.99696
77104,3.54,-13.32275
77227,4.093125,-12.48521
77351,6.6375,-11.06016
77474,8.960626,-9.173409
77596,10.95187,-6.899989
77717,9.07125,-5.153531
77838,10.1775,-3.07962
77960,9.624375,-1.173674
78083,7.08,0.1440312
78206,9.403126,2.107381
78329,7.411875,3.518756
78453,8.186251,5.181258
78576,7.743751,6.714765
78700,7.30125,8.157329
78825,7.743751,9.721779
78948,5.199375,10.66619
79072,4.64625,11.56873
79197,4.64625,12.49638
79323,4.314375,13.34668
79448,3.54,14.0248
79574,1.77,14.31147
79699,1.54875,14.60886
79825,1.3275,14.8653
79950,1.10625,15.07776
80076,0.331875,15.11449
80202,-0.110625,15.07422
80328,-0.553125,14.946
